CustomerID,Status,Predicted_Churn_%,Retention_Agent,Recommended_Action
C00694,Already_Left,27.62,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C00695,Likely_to_Leave,44.22,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00696,Likely_to_Leave,1.95,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C00697,Likely_to_Leave,0.88,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00698,Likely_to_Leave,4.57,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00699,Stable,0.12,Meera Iyer,Thank‑you email with wellness gift voucher
C00700,Stable,0.23,Santosh Rao,Thank‑you email with wellness gift voucher
C00701,Already_Left,77.34,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00702,Stable,0.17,Anita Paul,Thank‑you email with wellness gift voucher
C00703,Stable,0.24,Aditi Sharma,Thank‑you email with wellness gift voucher
C00704,Stable,0.08,Rahul Singh,Thank‑you email with wellness gift voucher
C00705,Already_Left,40.03,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C00706,Likely_to_Leave,19.07,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00707,Already_Left,10.3,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00708,Stable,0.2,Anita Paul,Thank‑you email with wellness gift voucher
C00709,Stable,0.33,Aditi Sharma,Thank‑you email with wellness gift voucher
C00710,Stable,0.1,Rahul Singh,Thank‑you email with wellness gift voucher
C00711,Likely_to_Leave,40.27,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00712,Stable,0.15,Santosh Rao,Thank‑you email with wellness gift voucher
C00713,Likely_to_Leave,8.28,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00714,Likely_to_Leave,1.56,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C00715,Stable,0.06,Aditi Sharma,Thank‑you email with wellness gift voucher
C00716,Stable,0.07,Rahul Singh,Thank‑you email with wellness gift voucher
C00717,Likely_to_Leave,1.06,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00718,Stable,0.07,Santosh Rao,Thank‑you email with wellness gift voucher
C00719,Stable,0.05,Kunal Desai,Thank‑you email with wellness gift voucher
C00720,Stable,0.08,Anita Paul,Thank‑you email with wellness gift voucher
C00721,Likely_to_Leave,7.68,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00722,Already_Left,49.9,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C00723,Stable,0.09,Meera Iyer,Thank‑you email with wellness gift voucher
C00724,Stable,0.22,Santosh Rao,Thank‑you email with wellness gift voucher
C00725,Stable,0.21,Kunal Desai,Thank‑you email with wellness gift voucher
C00726,Stable,0.3,Anita Paul,Thank‑you email with wellness gift voucher
C00727,Stable,0.62,Aditi Sharma,Thank‑you email with wellness gift voucher
C00728,Likely_to_Leave,10.84,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00729,Likely_to_Leave,3.92,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00730,Stable,0.27,Santosh Rao,Thank‑you email with wellness gift voucher
C00731,Likely_to_Leave,17.35,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00732,Stable,0.51,Anita Paul,Thank‑you email with wellness gift voucher
C00733,Stable,0.55,Aditi Sharma,Thank‑you email with wellness gift voucher
C00734,Stable,0.61,Rahul Singh,Thank‑you email with wellness gift voucher
C00735,Already_Left,67.48,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C00736,Stable,0.61,Santosh Rao,Thank‑you email with wellness gift voucher
C00737,Stable,0.22,Kunal Desai,Thank‑you email with wellness gift voucher
C00738,Likely_to_Leave,1.05,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C00739,Likely_to_Leave,6.49,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00740,Likely_to_Leave,1.38,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00741,Stable,0.1,Meera Iyer,Thank‑you email with wellness gift voucher
C00742,Already_Left,84.51,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C00743,Stable,0.08,Kunal Desai,Thank‑you email with wellness gift voucher
C00744,Likely_to_Leave,25.6,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C00745,Likely_to_Leave,36.24,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00746,Stable,0.28,Rahul Singh,Thank‑you email with wellness gift voucher
C00747,Stable,0.1,Meera Iyer,Thank‑you email with wellness gift voucher
C00748,Likely_to_Leave,1.16,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00749,Likely_to_Leave,4.89,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00750,Stable,0.12,Anita Paul,Thank‑you email with wellness gift voucher
C00751,Likely_to_Leave,13.87,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00752,Likely_to_Leave,2.8,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00753,Likely_to_Leave,42.63,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00754,Stable,0.59,Santosh Rao,Thank‑you email with wellness gift voucher
C00755,Stable,0.26,Kunal Desai,Thank‑you email with wellness gift voucher
C00756,Likely_to_Leave,5.79,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00757,Stable,0.46,Aditi Sharma,Thank‑you email with wellness gift voucher
C00758,Stable,0.2,Rahul Singh,Thank‑you email with wellness gift voucher
C00759,Already_Left,73.08,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C00760,Likely_to_Leave,27.65,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00761,Stable,0.41,Kunal Desai,Thank‑you email with wellness gift voucher
C00762,Already_Left,7.77,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C00763,Likely_to_Leave,2.78,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C00764,Likely_to_Leave,9.94,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00765,Stable,0.25,Meera Iyer,Thank‑you email with wellness gift voucher
C00766,Stable,0.29,Santosh Rao,Thank‑you email with wellness gift voucher
C00767,Likely_to_Leave,9.56,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00768,Likely_to_Leave,28.09,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00769,Stable,0.33,Aditi Sharma,Thank‑you email with wellness gift voucher
C00770,Stable,0.07,Rahul Singh,Thank‑you email with wellness gift voucher
C00771,Stable,0.17,Meera Iyer,Thank‑you email with wellness gift voucher
C00772,Stable,0.09,Santosh Rao,Thank‑you email with wellness gift voucher
C00773,Likely_to_Leave,3.08,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00774,Stable,0.03,Anita Paul,Thank‑you email with wellness gift voucher
C00775,Stable,0.68,Aditi Sharma,Thank‑you email with wellness gift voucher
C00776,Stable,0.67,Rahul Singh,Thank‑you email with wellness gift voucher
C00777,Likely_to_Leave,12.15,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00778,Stable,0.11,Santosh Rao,Thank‑you email with wellness gift voucher
C00779,Already_Left,96.98,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00780,Stable,0.7,Anita Paul,Thank‑you email with wellness gift voucher
C00781,Likely_to_Leave,18.96,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00782,Stable,0.26,Rahul Singh,Thank‑you email with wellness gift voucher
C00783,Stable,0.16,Meera Iyer,Thank‑you email with wellness gift voucher
C00784,Stable,0.32,Santosh Rao,Thank‑you email with wellness gift voucher
C00785,Likely_to_Leave,4.91,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00786,Likely_to_Leave,3.95,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00787,Likely_to_Leave,5.18,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C00788,Likely_to_Leave,17.3,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00789,Likely_to_Leave,2.68,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00790,Likely_to_Leave,10.92,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00791,Already_Left,56.0,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00792,Already_Left,26.22,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C00793,Stable,0.18,Aditi Sharma,Thank‑you email with wellness gift voucher
C00794,Stable,0.06,Rahul Singh,Thank‑you email with wellness gift voucher
C00795,Likely_to_Leave,15.5,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00796,Likely_to_Leave,1.55,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00797,Stable,0.05,Kunal Desai,Thank‑you email with wellness gift voucher
C00798,Stable,0.36,Anita Paul,Thank‑you email with wellness gift voucher
C00799,Likely_to_Leave,32.09,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C00800,Stable,0.37,Rahul Singh,Thank‑you email with wellness gift voucher
C00801,Likely_to_Leave,9.49,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00802,Stable,0.68,Santosh Rao,Thank‑you email with wellness gift voucher
C00803,Already_Left,48.45,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00804,Likely_to_Leave,0.93,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C00805,Likely_to_Leave,0.97,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00806,Stable,0.39,Rahul Singh,Thank‑you email with wellness gift voucher
C00807,Likely_to_Leave,2.53,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00808,Stable,0.13,Santosh Rao,Thank‑you email with wellness gift voucher
C00809,Likely_to_Leave,5.52,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00810,Likely_to_Leave,17.96,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00811,Likely_to_Leave,0.75,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00812,Stable,0.25,Rahul Singh,Thank‑you email with wellness gift voucher
C00813,Stable,0.6,Meera Iyer,Thank‑you email with wellness gift voucher
C00814,Likely_to_Leave,1.89,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00815,Already_Left,85.47,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00816,Stable,0.68,Anita Paul,Thank‑you email with wellness gift voucher
C00817,Likely_to_Leave,1.81,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C00818,Stable,0.06,Rahul Singh,Thank‑you email with wellness gift voucher
C00819,Likely_to_Leave,6.36,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00820,Likely_to_Leave,23.43,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C00821,Already_Left,30.94,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00822,Likely_to_Leave,16.05,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00823,Likely_to_Leave,3.53,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00824,Stable,0.15,Rahul Singh,Thank‑you email with wellness gift voucher
C00825,Stable,0.21,Meera Iyer,Thank‑you email with wellness gift voucher
C00826,Stable,0.07,Santosh Rao,Thank‑you email with wellness gift voucher
C00827,Likely_to_Leave,2.16,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00828,Stable,0.08,Anita Paul,Thank‑you email with wellness gift voucher
C00829,Likely_to_Leave,5.94,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00830,Likely_to_Leave,3.24,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00831,Stable,0.11,Meera Iyer,Thank‑you email with wellness gift voucher
C00832,Likely_to_Leave,15.21,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00833,Stable,0.08,Kunal Desai,Thank‑you email with wellness gift voucher
C00834,Stable,0.07,Anita Paul,Thank‑you email with wellness gift voucher
C00835,Stable,0.2,Aditi Sharma,Thank‑you email with wellness gift voucher
C00836,Likely_to_Leave,3.98,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00837,Stable,0.08,Meera Iyer,Thank‑you email with wellness gift voucher
C00838,Stable,0.56,Santosh Rao,Thank‑you email with wellness gift voucher
C00839,Likely_to_Leave,1.55,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00840,Stable,0.05,Anita Paul,Thank‑you email with wellness gift voucher
C00841,Already_Left,0.19,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C00842,Stable,0.03,Rahul Singh,Thank‑you email with wellness gift voucher
C00843,Likely_to_Leave,1.46,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00844,Stable,0.06,Santosh Rao,Thank‑you email with wellness gift voucher
C00845,Likely_to_Leave,1.56,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00846,Likely_to_Leave,2.44,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00847,Stable,0.16,Aditi Sharma,Thank‑you email with wellness gift voucher
C00848,Likely_to_Leave,26.7,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00849,Stable,0.23,Meera Iyer,Thank‑you email with wellness gift voucher
C00850,Likely_to_Leave,2.45,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C00851,Already_Left,78.62,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00852,Stable,0.06,Anita Paul,Thank‑you email with wellness gift voucher
C00853,Likely_to_Leave,39.9,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00854,Likely_to_Leave,2.91,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00855,Likely_to_Leave,1.13,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00856,Likely_to_Leave,3.03,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C00857,Likely_to_Leave,12.0,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00858,Likely_to_Leave,6.79,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00859,Likely_to_Leave,27.7,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C00860,Likely_to_Leave,1.41,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00861,Already_Left,29.66,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C00862,Stable,0.35,Santosh Rao,Thank‑you email with wellness gift voucher
C00863,Likely_to_Leave,24.64,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00864,Stable,0.08,Anita Paul,Thank‑you email with wellness gift voucher
C00865,Likely_to_Leave,9.76,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C00866,Stable,0.39,Rahul Singh,Thank‑you email with wellness gift voucher
C00867,Likely_to_Leave,3.89,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00868,Already_Left,82.81,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C00869,Stable,0.08,Kunal Desai,Thank‑you email with wellness gift voucher
C00870,Stable,0.1,Anita Paul,Thank‑you email with wellness gift voucher
C00871,Stable,0.11,Aditi Sharma,Thank‑you email with wellness gift voucher
C00872,Stable,0.13,Rahul Singh,Thank‑you email with wellness gift voucher
C00873,Stable,0.06,Meera Iyer,Thank‑you email with wellness gift voucher
C00874,Already_Left,11.04,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C00875,Stable,0.23,Kunal Desai,Thank‑you email with wellness gift voucher
C00876,Likely_to_Leave,0.93,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00877,Stable,0.07,Aditi Sharma,Thank‑you email with wellness gift voucher
C00878,Stable,0.07,Rahul Singh,Thank‑you email with wellness gift voucher
C00879,Stable,0.39,Meera Iyer,Thank‑you email with wellness gift voucher
C00880,Likely_to_Leave,35.25,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00881,Likely_to_Leave,2.68,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00882,Already_Left,43.97,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C00883,Likely_to_Leave,26.99,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C00884,Stable,0.48,Rahul Singh,Thank‑you email with wellness gift voucher
C00885,Stable,0.15,Meera Iyer,Thank‑you email with wellness gift voucher
C00886,Likely_to_Leave,2.01,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00887,Stable,0.05,Kunal Desai,Thank‑you email with wellness gift voucher
C00888,Already_Left,96.23,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C00889,Likely_to_Leave,1.77,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00890,Already_Left,84.9,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C00891,Stable,0.21,Meera Iyer,Thank‑you email with wellness gift voucher
C00892,Likely_to_Leave,9.37,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00893,Stable,0.07,Kunal Desai,Thank‑you email with wellness gift voucher
C00894,Likely_to_Leave,1.37,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00895,Likely_to_Leave,2.6,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00896,Stable,0.28,Rahul Singh,Thank‑you email with wellness gift voucher
C00897,Likely_to_Leave,32.56,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00898,Stable,0.14,Santosh Rao,Thank‑you email with wellness gift voucher
C00899,Stable,0.06,Kunal Desai,Thank‑you email with wellness gift voucher
C00900,Stable,0.59,Anita Paul,Thank‑you email with wellness gift voucher
C00901,Likely_to_Leave,11.43,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00902,Likely_to_Leave,10.92,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00903,Likely_to_Leave,2.96,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00904,Likely_to_Leave,2.98,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C00905,Likely_to_Leave,1.73,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00906,Likely_to_Leave,0.87,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C00907,Already_Left,95.56,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C00908,Likely_to_Leave,42.01,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00909,Stable,0.32,Meera Iyer,Thank‑you email with wellness gift voucher
C00910,Likely_to_Leave,4.09,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00911,Likely_to_Leave,12.39,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00912,Stable,0.05,Anita Paul,Thank‑you email with wellness gift voucher
C00913,Likely_to_Leave,19.68,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C00914,Likely_to_Leave,0.79,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00915,Likely_to_Leave,2.96,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00916,Stable,0.63,Santosh Rao,Thank‑you email with wellness gift voucher
C00917,Likely_to_Leave,1.89,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00918,Likely_to_Leave,2.4,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00919,Likely_to_Leave,20.89,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00920,Likely_to_Leave,47.9,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00921,Likely_to_Leave,1.28,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00922,Stable,0.05,Santosh Rao,Thank‑you email with wellness gift voucher
C00923,Already_Left,76.94,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00924,Stable,0.1,Anita Paul,Thank‑you email with wellness gift voucher
C00925,Likely_to_Leave,4.41,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C00926,Stable,0.45,Rahul Singh,Thank‑you email with wellness gift voucher
C00927,Likely_to_Leave,34.04,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00928,Likely_to_Leave,3.35,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C00929,Likely_to_Leave,3.77,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00930,Stable,0.09,Anita Paul,Thank‑you email with wellness gift voucher
C00931,Likely_to_Leave,0.73,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C00932,Stable,0.28,Rahul Singh,Thank‑you email with wellness gift voucher
C00933,Likely_to_Leave,15.44,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00934,Already_Left,72.42,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C00935,Likely_to_Leave,9.65,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00936,Stable,0.15,Anita Paul,Thank‑you email with wellness gift voucher
C00937,Stable,0.04,Aditi Sharma,Thank‑you email with wellness gift voucher
C00938,Likely_to_Leave,1.06,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00939,Likely_to_Leave,21.11,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00940,Likely_to_Leave,1.08,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C00941,Likely_to_Leave,5.33,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00942,Stable,0.06,Anita Paul,Thank‑you email with wellness gift voucher
C00943,Stable,0.23,Aditi Sharma,Thank‑you email with wellness gift voucher
C00944,Stable,0.15,Rahul Singh,Thank‑you email with wellness gift voucher
C00945,Stable,0.64,Meera Iyer,Thank‑you email with wellness gift voucher
C00946,Stable,0.09,Santosh Rao,Thank‑you email with wellness gift voucher
C00947,Stable,0.12,Kunal Desai,Thank‑you email with wellness gift voucher
C00948,Stable,0.34,Anita Paul,Thank‑you email with wellness gift voucher
C00949,Stable,0.08,Aditi Sharma,Thank‑you email with wellness gift voucher
C00950,Likely_to_Leave,1.19,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00951,Already_Left,9.29,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C00952,Stable,0.23,Santosh Rao,Thank‑you email with wellness gift voucher
C00953,Stable,0.17,Kunal Desai,Thank‑you email with wellness gift voucher
C00954,Likely_to_Leave,3.85,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00955,Stable,0.11,Aditi Sharma,Thank‑you email with wellness gift voucher
C00956,Stable,0.12,Rahul Singh,Thank‑you email with wellness gift voucher
C00957,Stable,0.06,Meera Iyer,Thank‑you email with wellness gift voucher
C00958,Likely_to_Leave,1.54,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00959,Stable,0.15,Kunal Desai,Thank‑you email with wellness gift voucher
C00960,Likely_to_Leave,40.3,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00961,Likely_to_Leave,4.14,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00962,Stable,0.44,Rahul Singh,Thank‑you email with wellness gift voucher
C00963,Likely_to_Leave,0.93,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00964,Stable,0.06,Santosh Rao,Thank‑you email with wellness gift voucher
C00965,Already_Left,59.53,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00966,Stable,0.31,Anita Paul,Thank‑you email with wellness gift voucher
C00967,Stable,0.45,Aditi Sharma,Thank‑you email with wellness gift voucher
C00968,Stable,0.17,Rahul Singh,Thank‑you email with wellness gift voucher
C00969,Stable,0.14,Meera Iyer,Thank‑you email with wellness gift voucher
C00970,Already_Left,87.13,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C00971,Stable,0.06,Kunal Desai,Thank‑you email with wellness gift voucher
C00972,Stable,0.34,Anita Paul,Thank‑you email with wellness gift voucher
C00973,Already_Left,9.23,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C00974,Stable,0.55,Rahul Singh,Thank‑you email with wellness gift voucher
C00975,Stable,0.23,Meera Iyer,Thank‑you email with wellness gift voucher
C00976,Likely_to_Leave,3.84,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C00977,Stable,0.18,Kunal Desai,Thank‑you email with wellness gift voucher
C00978,Stable,0.04,Anita Paul,Thank‑you email with wellness gift voucher
C00979,Already_Left,27.65,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C00980,Already_Left,70.3,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C00981,Already_Left,14.72,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C00982,Stable,0.35,Santosh Rao,Thank‑you email with wellness gift voucher
C00983,Stable,0.6,Kunal Desai,Thank‑you email with wellness gift voucher
C00984,Already_Left,40.84,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C00985,Likely_to_Leave,1.67,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00986,Likely_to_Leave,24.83,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00987,Likely_to_Leave,1.39,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00988,Stable,0.07,Santosh Rao,Thank‑you email with wellness gift voucher
C00989,Stable,0.03,Kunal Desai,Thank‑you email with wellness gift voucher
C00990,Likely_to_Leave,1.8,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
